artist,danceability,energy_i,loudness,speechiness,acousticness,instrumentalness,liveness,valence_i,tempo,valence_l,arousal,dominance,goodness,energy_l,structure,power,danger,scored_words,genre
Justin Bieber,0.7146666666666667,0.637,-7.336333333333333,0.0785,0.3153333333333333,2.72e-05,0.2014666666666666,0.709,134.00833333333333,0.1576716077684334,-0.0610020403069563,0.0370748920409515,0.1631358884959934,-0.055380129880135,0.0166065384281056,0.0761948161037811,-0.1545141832217904,440,pop
Kanye West,0.6462222222222223,0.6311111111111111,-5.834888888888889,0.1564888888888888,0.0796044444444444,6.065444444444445e-05,0.2696666666666666,0.3712222222222222,111.66411111111113,0.1203523265089509,-0.0624041517821146,0.0338803911464259,0.1295753382222257,-0.0523160808526864,0.0001992153199747,0.0546305096589546,-0.1286166453950507,3368,hip hop
Kate Bush,0.679,0.594,-11.135,0.108,0.0377,2.13e-05,0.124,0.361,144.937,0.1331868965517241,-0.0639684630541871,0.0382095320197044,0.1429780443349753,-0.0533070492610837,0.002501566502463,0.063406921182266,-0.1387944926108374,406,rock
Kay Flock,0.87,0.835,-5.875,0.311,0.0353,0.0,0.142,0.901,140.051,0.0814946198830409,-0.0536560584795321,0.0320847660818713,0.093843783625731,-0.0398739824561403,-0.0123754269005847,0.0381623157894736,-0.0945527485380117,171,niche or unknown
Kendrick Lamar,0.6577200000000001,0.58292,-8.36532,0.2222319999999999,0.3772568799999999,0.000570402,0.147984,0.50652,120.69264,0.1076782049017621,-0.0608197022166548,0.0428443687999623,0.1227075673504082,-0.0441279061907099,-0.0111711069081569,0.055564170185661,-0.1179704883771774,12479,hip hop
Kenny Loggins,0.544,0.897,-6.056,0.0471,0.241,0.0,0.13,0.647,157.17,0.1163595620437956,-0.0230243941605839,0.0737209124087591,0.1394255182481752,0.0024080875912408,-0.0076886204379562,0.1002914452554744,-0.0968859197080292,137,rock
Kevin Gates,0.77,0.699,-6.59,0.199,0.0596,1.65e-05,0.17,0.696,81.003,0.1116497674418604,-0.0588915813953488,0.0319426744186046,0.1206017255813953,-0.0490803813953488,-0.0007128232558139,0.0505731860465116,-0.1199833395348837,215,hip hop
Khalid,0.553,0.727,-6.905,0.0348,0.0254,0.0113,0.107,0.286,173.972,0.1880660927152317,-0.0521911655629139,0.0694608940397351,0.2036620860927152,-0.0354025827814569,0.0136348675496688,0.1189774900662251,-0.1690442052980132,151,pop
Kid Cudi,0.7163999999999999,0.678,-6.5274,0.0584,0.3158999999999999,0.179024458,0.2077399999999999,0.4631999999999999,129.7644,0.1132765309626658,-0.0514204407096702,0.037006910748984,0.1233289654072975,-0.0404305967316523,0.0006486430713145,0.0586179520584779,-0.1157954946962139,1648,hip hop
King Von,0.7805,0.473,-12.611,0.2915,0.0889,0.43300377,0.10905,0.6765,144.998,0.0807730576180576,-0.0400156732996733,0.0361941758241758,0.0931618687035937,-0.0262773587912087,-0.008116959065934,0.0472944589248589,-0.0844562757128007,519,hip hop
Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.0,0.357,0.106,72.993,0.0810957894736842,-0.0317554736842105,0.0509818421052631,0.0993259210526315,-0.0114974605263157,-0.0136460263157894,0.0621040263157894,-0.0783639657894737,380,hip hop
Labrinth,0.5366,0.4822,-7.5846,0.0824999999999999,0.188768,0.1914478,0.1480199999999999,0.2482,129.5688,0.112862480257039,-0.0592790758853718,0.0521237407936052,0.1314222011639404,-0.0386534244319248,-0.0142439322358874,0.0655973864693741,-0.1202616202073574,1358,pop
Lana Del Rey,0.508,0.535,-7.918,0.0437,0.48985,0.040753265,0.1275,0.1154999999999999,123.2475,0.1200572469775475,-0.0434311468048359,0.0259242055267702,0.1226570511018998,-0.040928590835924,0.0158780235889464,0.0577907198894645,-0.1156725366770293,761,pop
Latto,0.935,0.807,-3.838,0.114,0.0514,0.0,0.349,0.813,106.017,0.1463178378378378,-0.1109051891891892,0.0286895945945945,0.1567453108108108,-0.099286804054054,-0.0102432027027027,0.0406292499999999,-0.181042027027027,148,hip hop
Lauren Spencer Smith,0.684,0.449,-9.738,0.611,0.869,0.0,0.0881,0.341,66.165,0.1491575700934579,-0.0748351588785046,0.0467982710280373,0.1625290654205607,-0.0601639439252336,-0.0017001495327102,0.0723830280373831,-0.1574678037383177,107,niche or unknown
Leah Kate,0.322,0.697,-6.846,0.0402,0.0854,0.962,0.553,0.0592,154.56,0.0914145991561181,-0.0662487004219409,0.0137268565400843,0.0954543966244725,-0.061797493670886,-0.0018511814345991,0.0237990548523206,-0.1111938396624472,237,niche or unknown
Lewis Capaldi,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,0.1434143629343629,-0.0969949575289575,0.0168392084942084,0.146455583011583,-0.0937712818532818,0.0041114305019305,0.0372533629343629,-0.1698660521235521,518,pop
Liana Flores,0.483,0.129,-20.149,0.0349,0.947,0.145,0.106,0.203,137.35,0.1064525738396624,-0.1084427932489451,0.0128534388185654,0.1143229873417721,-0.0994813375527426,-0.0170547721518987,0.0104946540084388,-0.1511824556962025,237,indie
Lil Baby,0.7701666666666668,0.5446666666666666,-6.95325,0.3172166666666666,0.0411216666666666,2.62975e-05,0.1759666666666667,0.2562916666666666,130.58233333333334,0.1293648743886087,-0.0635472701605366,0.0356193233983916,0.1383671598822342,-0.0537540530156872,0.0026877164007787,0.0598304567490412,-0.1358502433453395,2933,hip hop
Lil Durk,0.7385,0.6145,-7.828250000000001,0.217175,0.0299285,9.325e-07,0.182,0.42375,131.27249999999998,0.1196527651106739,-0.0401567459131106,0.0454837583971269,0.1312347657650194,-0.0275593775273292,0.0039974207816806,0.0733095345179132,-0.1122844036700042,967,hip hop
Lil Nas X,0.7293999999999999,0.6085999999999999,-7.2248,0.15348,0.111128,0.0,0.12744,0.6922,141.74319999999997,0.1322293034920985,-0.046515254422612,0.0447694212081062,0.1427025808923128,-0.0351986493245944,0.007037322275968,0.0760167289800317,-0.1257951575989897,1884,hip hop
Lil Peep,0.538,0.471,-9.84,0.0955,0.0946,0.0185,0.116,0.307,93.07,0.1379918343195266,-0.0601938106508875,0.0346112721893491,0.1448320473372781,-0.0529098520710059,0.0093343402366863,0.0649988254437869,-0.1398246597633136,338,hip hop
Lil Tecca,0.704,0.537,-8.565,0.302,0.223,0.0,0.122,0.7,77.444,0.1730902941176471,-0.057576294117647,0.0648670588235294,0.1893204411764706,-0.0399470588235294,0.0067037132352941,0.1056229411764706,-0.1621165735294117,136,hip hop
Lil Tjay,0.70525,0.5587500000000001,-7.60875,0.166225,0.18205,3.375e-07,0.1332499999999999,0.3117499999999999,117.46225,0.1095584837386281,-0.0578021905381621,0.0311241146104459,0.1182387753420837,-0.0482917936516199,-0.0005552171295952,0.0494599805814803,-0.1177548799568057,875,hip hop
Lil Uzi Vert,0.7177142857142857,0.6594285714285714,-5.871857142857143,0.1019,0.1439271428571428,0.0006771428571428,0.0967714285714285,0.3820714285714285,127.94871428571427,0.1142622415363322,-0.0519795398327008,0.0352368296142725,0.1234116950008937,-0.0420086636648267,0.0020344106101727,0.0575606023487551,-0.1169698475506727,1347,hip hop
Lil Yachty,0.695,0.555,-8.5,0.0509,0.141,0.826,0.11,0.26,150.024,0.1269119727891156,-0.0654013741496598,0.0340626870748299,0.1357761700680272,-0.0557364081632653,0.0015765306122448,0.0565965918367346,-0.1354198367346939,147,hip hop
Lizzo,0.8625,0.596,-6.967499999999999,0.1793,0.0654,0.0,0.19655,0.8165,123.4535,0.0915143573667711,-0.0633317680250783,0.0207428056426332,0.0984825064576802,-0.0556034520062695,-0.0050460252664576,0.0303200309717868,-0.1089552045768025,565,hip hop
Lord Huron,0.545,0.366,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,0.1084690829694323,-0.0454943842794759,0.01620307860262,0.1082768515283842,-0.0460522489082969,0.0159084104803493,0.0439994279475982,-0.1091272139737991,229,indie
Lucky Daye,0.65,0.555,-5.971,0.0719,0.502,0.0,0.104,0.352,103.081,0.0918807092198581,-0.0307106808510638,0.0175045744680851,0.0923685886524822,-0.0305037021276595,0.0151375815602836,0.0437450851063829,-0.0868838368794326,141,r&b
Luke Combs,0.5455,0.55925,-6.4325,0.02875,0.26955,0.2227521675,0.086325,0.427,111.82,0.1205525488072832,-0.0863557231151031,0.0119427133998363,0.1227641469098284,-0.0840013213722029,0.0023513075011381,0.0274094357234249,-0.1462052953714844,728,country
Lynyrd Skynyrd,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,0.109231677852349,-0.0866102953020134,0.0404523825503355,0.126749144295302,-0.0669506040268456,-0.0228364362416107,0.0422839228187919,-0.1369664395973154,298,rock
MKTO,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,0.1401348223350254,-0.0714253908629441,0.0415328172588832,0.1516922461928934,-0.0587659974619289,-0.00052930964467,0.0657087639593908,-0.1488164593908629,394,pop
Mac DeMarco,0.501,0.765,-7.063,0.0281,0.00294,0.49,0.184,0.46,91.771,0.1598570491803278,-0.074793868852459,0.0547630327868852,0.1755980737704918,-0.0575188114754098,-0.0020476885245901,0.083494606557377,-0.1648385409836065,122,indie
Mac Miller,0.628,0.723,-5.6626666666666665,0.1495666666666666,0.12898,0.0006447666666666,0.1081666666666666,0.355,120.72933333333332,0.1183743002439549,-0.0645650343450288,0.0216325002989643,0.1222934657422687,-0.0604229467332161,0.0065116017313027,0.0437490346711989,-0.1292000405141589,742,hip hop
Machine Gun Kelly,0.5516666666666666,0.7587777777777779,-5.378222222222222,0.0717111111111111,0.0734951111111111,0.0001724222222222,0.2570444444444444,0.4446666666666666,137.45833333333334,0.0896083655998144,-0.0598569125508574,0.0191298404013508,0.0955409285238869,-0.0533069501713847,-0.0029526519648898,0.0298638776326684,-0.1052513324206861,1649,hip hop
Mariah Carey,0.548,0.871,-4.253,0.0708,0.00113,0.0,0.765,0.64,128.136,0.1971232098765432,-0.0780968641975308,0.057161049382716,0.2094319382716049,-0.0648881037037037,0.0123186024691358,0.1022078962962963,-0.193973587654321,405,pop
Marshmello,0.645,0.525,-5.399,0.0355,0.0574,0.0,0.505,0.238,83.018,0.1232186363636363,-0.0477046363636363,0.0362029545454545,0.1309739147727272,-0.0393865454545454,0.0079810397727272,0.0647619829545454,-0.1204630284090909,176,pop
Masked Wolf,0.778,0.695,-6.865,0.0913,0.175,0.0,0.15,0.472,149.996,0.0678085714285714,-0.059616,0.007745,0.0711961428571428,-0.0558027142857142,-0.0054031071428571,0.0108846999999999,-0.0898017499999999,140,hip hop
Megan Moroney,0.38,0.488,-6.637,0.029,0.126,7.23e-06,0.115,0.268,156.031,0.1774730555555555,-0.0241535,0.0915116666666666,0.2009414652777778,0.0013729930555555,0.00866275,0.1430578055555555,-0.1411161736111111,144,country
Megan Thee Stallion,0.8805,0.6578333333333334,-6.063166666666667,0.2705,0.1080483333333333,6.328333333333333e-06,0.1503333333333333,0.6195,137.22883333333334,0.1181816705391711,-0.0559644057310871,0.0333910518914758,0.1265033472449643,-0.0469220716835448,0.0030079736931116,0.0562724129383684,-0.122630295338358,1423,hip hop
Meghan Trainor,0.838,0.525,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,0.1530953846153846,-0.0647833076923076,0.0406430769230769,0.1614659519230769,-0.0558356057692307,0.0099002019230769,0.0746918365384615,-0.1536553269230769,104,pop
Metallica,0.5525,0.831,-8.760000000000002,0.0324,0.00172,0.2145,0.10825,0.5915,114.273,0.0834880245456691,-0.0550078429222417,0.0211127375138432,0.0904852978250213,-0.0472551180352571,-0.0046020133394455,0.0305683401581307,-0.0973971863755197,717,rock
Michael Jackson,0.774,0.8554999999999999,-4.863,0.06375,0.08735,0.00010525,0.8685,0.8245,118.51,0.0744499074074074,-0.0426095185185185,0.0131505555555555,0.0769947291666666,-0.0399007083333333,0.0033175694444444,0.0262293587962962,-0.0826575393518518,864,r&b
Migos,0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,0.1000837735849056,-0.0461112830188679,0.0332053773584905,0.109311716981132,-0.0360068056603773,-0.0001474245283018,0.0518343490566037,-0.1027557433962264,530,hip hop
Miguel,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,0.1788533333333333,-0.090226,0.0624116666666666,0.1979915933333333,-0.0691345933333333,-0.0066433866666666,0.0911155733333333,-0.1888866933333333,150,r&b
Mike Dimes,0.895,0.467,-5.78,0.378,0.347,0.0,0.214,0.433,118.016,0.1549250549450549,-0.0852462197802197,0.0516911538461538,0.171420521978022,-0.0670210054945054,-0.0079864285714285,0.0738215604395604,-0.1686035824175824,182,hip hop
Miley Cyrus,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,0.1473896385542168,-0.090478048192771,0.0406642771084337,0.1603852228915662,-0.0761131626506024,-0.0068458734939759,0.0595892168674698,-0.1672296325301205,166,pop
Mitski,0.613,0.822,-4.087,0.026,0.0092,0.506,0.429,0.567,105.997,0.1391331531531531,-0.0768218558558558,0.0415236786786786,0.1516286306306306,-0.0630634504504504,-0.0039429519519519,0.0626249519519519,-0.1518102132132132,333,indie
Morgan Wallen,0.57025,0.6745,-5.6975,0.0319124999999999,0.493,9.1425e-06,0.18275,0.52,127.950375,0.1416628629379401,-0.0730406996038847,0.0230689483753976,0.1443646450760557,-0.0703516499405236,0.0120380073038223,0.0523350761061758,-0.1518273422621161,1556,country
Mother Mother,0.326,0.866,-4.541,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,0.0678742731277533,-0.013181859030837,0.0499331057268722,0.0846281365638766,0.0053667797356828,-0.0091228634361233,0.0636360176211453,-0.0560462643171806,227,indie
Mr.Kitty,0.585,0.595,-10.444,0.0328,0.0696,0.266,0.0837,0.039,140.037,0.1574488524590164,-0.0782643606557377,0.0203138524590163,0.1574525114754098,-0.078672806557377,0.0186365114754098,0.0557055967213114,-0.1669658918032786,305,niche or unknown
Musical Youth,0.805,0.418,-14.374,0.0979,0.459,0.0,0.288,0.966,149.724,0.1373486274509804,-0.0758130588235294,0.039845,0.1491285529411765,-0.0628565411764705,-0.0030901843137254,0.0610035019607843,-0.149896094117647,255,reggae
My Chemical Romance,0.363,0.67,-6.652,0.0552,0.000582,0.548,0.317,0.198,150.15,0.1109271698113207,-0.0661943018867924,0.0274544339622641,0.1189074905660377,-0.0574232132075471,-0.0019469056603773,0.0434758943396226,-0.1246846622641509,530,rock
NAV,0.8254999999999999,0.6485000000000001,-5.2620000000000005,0.224,0.023595,0.0,0.1195,0.428,145.5625,0.1015805886044815,-0.0639699777449833,0.0423013126558444,0.1176502020847115,-0.0460487890862212,-0.0154294116923651,0.0506297583329092,-0.1157526484996522,586,hip hop
NLE Choppa,0.885,0.678,-6.456,0.359,0.044,0.0,0.0899,0.755,127.935,0.0954429629629629,-0.0359474814814814,0.0371042592592592,0.1056626296296296,-0.0247675061728395,0.0004874629629629,0.0572014691358024,-0.0922280061728395,162,hip hop
